"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
88,215,0,Ra,,0,keV,,"(9/2+)",,1.68,ms,0.01,,,,,,,,2531.995,keV,7.201,"A = 100 ",
88,216,0,Ra,,0,keV,0,"0+",,172,ns,7,,,,,,,,3291.466,keV,8.004,"A = 100 0",
88,217,0,Ra,,0,keV,,"(9/2+)",,1.59,us,0.14,,,,,,,,5889.536,keV,7.047,"A = 100 0",
88,218,0,Ra,,0,keV,,"0+",,25.91,us,0.14,,,,,,,,6645.556,keV,9.807,"A = 100 ",
88,219,0,Ra,,0,keV,,"(7/2+)",,9,ms,2,,,,,,,,9393.853,keV,6.814,"A = 100 ",
88,220,0,Ra,,0,keV,,"0+",,18,ms,2,,,,,,,,10272.091,keV,7.595,"A = 100 ",
88,221,0,Ra,,0,keV,,"5/2+",,16,s,2,,,,,,,,12963.877,keV,4.63,"A = 100 ,14C = 1.2e-10 9e-11",
88,222,0,Ra,,0,keV,,"0+",,33.6,s,0.4,,,,,,,,14320.205,keV,4.454,"A = 100 ,14C = 2.9e-8 6e-9",
88,223,0,Ra,,0,keV,,"3/2+",,11.4352,d,0.001,,,,,,,,17233.245,keV,2.09,"A = 100 ,14C = 8.9e-8 4e-9",
88,224,0,Ra,,0,keV,,"0+",,3.6313,d,0.0012,,,,,,,,18825.832,keV,1.811,"A = 100 ,14C = 4e-9 1e-9",
88,225,0,Ra,,0,keV,,"1/2+",,14.8,d,0.2,,,,,,,,21993.044,keV,2.596,"B- = 100 ",
88,226,0,Ra,,0,keV,,"0+",,1600,y,7,,,,,,,,23667.576,keV,1.927,"A = 100 ,14C = 2.6e-9 6e-10",
88,227,0,Ra,,0,keV,,"3/2+",,42.2,m,0.5,,,,,,,,27177.464,keV,1.946,"B- = 100 ",
88,228,0,Ra,,0,keV,,"0+",,5.75,y,0.03,,,,,,,,28940.194,keV,1.995,"B- = 100 ",
88,229,0,Ra,,0,keV,,"5/2+",,4,m,0.2,,,,,,,,32561.963,keV,15.441,"B- = 100 0",
88,230,0,Ra,,0,keV,0,"0+",,93,m,2,,,,,,,,34516.306,keV,10.296,"B- = 100 ",
88,231,0,Ra,,0,keV,0,"(5/2+)",,103.9,s,1.3,,,,,,,,38216.488,keV,11.37,"B- = 100 0",
88,232,0,Ra,,0,keV,0,"0+",,4.2,m,0.8,,,,,,,,40496.955,keV,9.151,"B- = 100 0",
88,233,0,Ra,,0,keV,0,"(1/2+)",,30,s,5,,,,,,,,44334.062,keV,8.603,"B- = 100 0",
88,234,0,Ra,,0,keV,0,"0+",,30,s,10,,,,,,,,46930.629,keV,8.383,"B- = 100 0",
89,204,0,Ac,,0,keV,0,,,7.4,ms,+2.2-1.4,,,,,,,,,,,"A =~ 100 ",
89,205,0,Ac,,0,keV,0,"(9/2-)",,7.7,ms,+2.7-1.6,,,,,,,,14106.689,keV,59.32,"A =~ 100 ",
89,206,0,Ac,,0,keV,-1,"(3+)",,27,ms,8,,,,,,,,13484.754,keV,65.09568145430232,"A =~ 100 ",
89,206,1,Ac,,200,keV,70,"(10-)",,33,ms,+22-9,,,,,,,,13684.754,keV,95.5847673219954,"A =~ 100 ",
89,207,0,Ac,,0,keV,0,"(9/2-)",,27,ms,+11-6,,,,,,,,11146.228,keV,56.248,"A =~ 100 ",
89,208,0,Ac,,0,keV,,"(3+)",,93,ms,+16-12,,,,,,,,10760.854,keV,64.483,"A =~ 100 ",
89,209,0,Ac,,0,keV,0,"(9/2-)",,91,ms,+10-9,,,,,,,,8844.887,keV,55.846,"A =~ 100 ",
89,210,0,Ac,,0,keV,0,,,344,ms,+39-36,,,,,,,,8764.079,keV,62.208,"A =~ 100 ",
89,211,0,Ac,,0,keV,0,"9/2-",,210,ms,25,,,,,,,,7143.485,keV,53.753,"A =~ 100 ",
89,212,0,Ac,,0,keV,0,"(7+)",,895,ms,28,,,,,,,,7299.6,keV,21.883,"A =~ 100 ",
89,213,0,Ac,,0,keV,,"9/2-",,738,ms,21,,,,,,,,6141.029,keV,11.665,"A =~ 100 ",
89,214,0,Ac,,0,keV,0,"5(+)",,8.2,s,0.2,,,,,,,,6433.272,keV,13.551,"A = 89 ,EC+B+ = 11 ",
89,215,0,Ac,,0,keV,,"9/2-",,170,ms,10,,,,,,,,6030.55,keV,12.406,"A = 99.91 0.02,EC+B+ = 0.09 0.02",
89,216,0,Ac,,0,keV,,"(1-)",,360,us,7,,,,,,,,8149.736,keV,9.23,"A = 100 0",
89,217,0,Ac,,0,keV,,"9/2-",,69,ns,4,,,,,,,,8702.321,keV,11.223,"A = 100 ",
89,218,0,Ac,,0,keV,,"(1-)",,1.02,us,0.05,,,,,,,,10850.845,keV,57.616,"A = 100 ",
89,219,0,Ac,,0,keV,,"9/2-",,9.5,us,1.6,,,,,,,,11569.553,keV,51.477,"A = 100 ",
89,220,0,Ac,,0,keV,,"(3-)",,26.4,ms,0.2,,,,,,,,13743.755,keV,6.129,"A = 100 0",
89,221,0,Ac,,0,keV,,,,52,ms,2,,,,,,,,14531.048,keV,56.901,"A = 100 ",
89,222,0,Ac,,0,keV,,"1-",,4.9,s,0.4,,,,,,,,16621.797,keV,4.699,"A = 99 1,EC+B+ = 1 1",
89,222,1,Ac,,30,keV,30,,,63,s,2,,,,,,,,16651.797,keV,30.36578009865711,"A = 93.6 5,EC+B+ = 1.4 0.6,IT = 5 5",
89,223,0,Ac,,0,keV,,"(5/2-)",,2.12,m,0.04,,,,,,,,17825.055,keV,6.947,"A = 99 0,EC = 1 ",
89,224,0,Ac,,0,keV,,"(0-)",,2.78,h,0.17,,,,,,,,20234.148,keV,4.089,"EC+B+ = 90.9 +1.4-2,A = 9.1 +2-1.4",
89,225,0,Ac,,0,keV,,"(3/2-)",,9.919,d,0.0021,,,,,,,,21637.305,keV,4.758,"A = 100 ,14C = 5.3e-10 1.3e-10",
89,226,0,Ac,,0,keV,,"(1)",,29.37,h,0.12,,,,,,,,24309.201,keV,3.1,"B- = 83 3,EC = 17 3,A = 0.006 0.002",
89,227,0,Ac,,0,keV,,"3/2-",,21.7725,y,0.0026,,,,,,,,25849.515,keV,1.926,"B- = 98.62 0.0036,A = 1.38 0.0036",
89,228,0,Ac,,0,keV,,"3+",,6.15,h,0.02,,,,,,,,28894.654,keV,2.093,"B- = 100 ",
89,229,0,Ac,,0,keV,,"(3/2+)",,62.7,m,0.5,,,,,,,,30689.936,keV,12.109,"B- = 100 ",
89,230,0,Ac,,0,keV,0,"(1+)",,122,s,3,,,,,,,,33838.386,keV,15.835,"B- = 100 0,B-SF = 0.0000012 4e-7",
89,231,0,Ac,,0,keV,0,"1/2+",,7.5,m,0.1,,,,,,,,35762.853,keV,13.041,"B- = 100 0",
89,232,0,Ac,,0,keV,0,"(1+)",,119,s,5,,,,,,,,39154.423,keV,13.041,"B- = 100 0",
89,233,0,Ac,,0,keV,0,"(1/2+)",,143,s,9,,,,,,,,41308.037,keV,13.041,"B- = 100 0",
89,234,0,Ac,,0,keV,0,"(1+)",,44,s,7,,,,,,,,44841.195,keV,13.972,"B- = 100 0",
89,235,0,Ac,,0,keV,0,,,62,s,4,,,,,,,,47357.16,keV,13.972,"B- = 100 0",
89,236,0,Ac,,0,keV,0,,,1.2,m,+5.8-0.5,,,,,,,,51220.998,keV,38.191,"B- = 100 0",
90,207,0,Th,,0,keV,0,,,10,ms,+46-5,,,,,,,,,,,"A =~ 100 ",
90,208,0,Th,,0,keV,,"0+",,3.1,ms,1.3,,,,,,,,16688.041,keV,31.865,"A =~ 100 ",
90,209,0,Th,,0,keV,0,"(13/2+)",,2.5,ms,+1.7-0.7,,,,,,,,16395,keV,103,"A =~ 100 ",
90,210,0,Th,,0,keV,0,"0+",,15.7,ms,3.5,,,,,,,,14059.521,keV,18.909,"A =~ 100 ",
90,211,0,Th,,0,keV,0,"(3/2-)",,37,ms,+28-11,,,,,,,,13876.396,keV,86.07,"A =~ 100 ",
90,212,0,Th,,0,keV,0,"0+",,31.7,ms,1.3,,,,,,,,12110.886,keV,10.109,"A =~ 100 ",
90,213,0,Th,,0,keV,0,"5/2-",,146,ms,22,,,,,,,,12120.108,keV,9.217,"A =~ 100 ",
90,214,0,Th,,0,keV,0,"0+",,100,ms,10,,,,,,,,10694.932,keV,10.661,"A = 100 0",
90,215,0,Th,,0,keV,,"(1/2-)",,1.4,s,0.2,,,,,,,,10921.434,keV,6.335,"A = 100 ",
90,216,0,Th,,0,keV,0,"0+",,26,ms,0.2,,,,,,,,10298.537,keV,11.104,"A = 100 0",
90,217,0,Th,,0,keV,,"(9/2+)",,254,us,2,,,,,,,,12205.78,keV,10.614,"A = 100 ",
90,218,0,Th,,0,keV,,"0+",,121,ns,6,,,,,,,,12366.747,keV,10.516,"A = 100 ",
90,219,0,Th,,0,keV,,"(9/2+)",,1.02,us,0.02,,,,,,,,14462.78,keV,56.46,"A = 100 ",
90,220,0,Th,,0,keV,,"0+",,10.2,us,0.3,,,,,,,,14689.538,keV,13.687,"A = 100 ",
90,221,0,Th,,0,keV,,"(7/2+)",,1.73,ms,0.03,,,,,,,,16939.926,keV,7.994,"A = 100 ",
90,222,0,Th,,0,keV,,"0+",,1.97,ms,0.014,,,,,,,,17203.039,keV,10.216,"A = 100 ",
90,223,0,Th,,0,keV,,"(5/2)+",,0.6,s,0.02,,,,,,,,19385.402,keV,7.943,"A = 100 ",
90,224,0,Th,,0,keV,,"0+",,1.04,s,0.02,,,,,,,,19995.581,keV,9.604,"A = 100 ",
90,225,0,Th,,0,keV,,"(3/2+)",,8.72,m,0.04,,,,,,,,22310.193,keV,5.093,"A =~ 90 ,EC =~ 10 ",
90,226,0,Th,,0,keV,,"0+",,30.69,m,0.03,,,,,,,,23197.649,keV,4.481,"A = 100 ",
90,227,0,Th,,0,keV,,"1/2+",,18.6936,d,0.0036,,,,,,,,25804.759,keV,2.088,"A = 100 ",
90,228,0,Th,,0,keV,,"0+",,1.9116448197251312,y,0.0009548914428836319,,,,,,,,26770.899,keV,1.806,"A = 100 0,20O = 1.13e-11 2.2e-12",
90,229,0,Th,,0,keV,,"5/2+",,7907.5,y,20.1,,,,,,,,29585.517,keV,2.404,"A = 100 ",
90,230,0,Th,,0,keV,0,"0+",,75400,y,300,,,,,,0.02,0.02,30862.512,keV,1.209,"A = 100 ,24NE = 5.8e-11 1.3e-11",
90,231,0,Th,,0,keV,-1,"5/2+",,25.52,h,0.01,,,,,,,,33815.811,keV,1.5751472946997687,"B- = 100 0",
90,232,0,Th,,0,keV,,"0+",,14068419841,y,225286100,,,,,,99.98,0.02,35446.71,keV,1.421,"A = 100 0,SF = 1.1e-9 4e-10",
90,233,0,Th,,0,keV,0,"1/2+",,21.83,m,0.04,,,,,,,,38731.642,keV,1.424,"B- = 100 0",
90,234,0,Th,,0,keV,0,"0+",,24.107,d,0.023,,,,,,,,40612.958,keV,2.589,"B- = 100 0",
90,235,0,Th,,0,keV,0,"(1/2+)",,7.2,m,0.1,,,,,,,,44017.754,keV,13.041,"B- = 100 0",
90,236,0,Th,,0,keV,0,"0+",,37.5,m,0.2,,,,,,,,46255.203,keV,13.972,"B- = 100 0",
90,237,0,Th,,0,keV,0,,,4.79,m,0.5,,,,,,,,49955.097,keV,15.835,"B- = 100 0",
90,238,0,Th,,0,keV,0,"0+",,9.4,m,2,,,,,,,,52525,keV,283,"B- = 100 0",
91,211,0,Pa,,0,keV,0,"(9/2-)",,3.8,ms,+4.6-1.4,,,,,,,,22052.226,keV,69.472,"A =~ 100 ,P?",
91,212,0,Pa,,0,keV,0,"(3+)",,5,ms,+2-1.1,,,,,,,,21596.523,keV,87.604,"A =~ 100 ",
91,213,0,Pa,,0,keV,0,"9/2-",,5.3,ms,+3.2-1.3,,,,,,,,19654.194,keV,57.17,"A = 100 0",
91,214,0,Pa,,0,keV,0,,,17,ms,3,,,,,,,,19459.895,keV,81.208,"A = 100 0",
91,215,0,Pa,,0,keV,,"(9/2-)",,14,ms,2,,,,,,,,17804.537,keV,82.45,"A = 100 ",
91,216,0,Pa,,0,keV,0,,,118,ms,15,,,,,,,,17823.799,keV,24.647,"A =~ 100 ",
91,217,0,Pa,,0,keV,,"(9/2-)",,3.7,ms,0.4,,,,,,,,17054.748,keV,12.498,"A = 100 ",
91,218,0,Pa,,0,keV,,,,109,us,4,,,,,,,,18649.568,keV,17.846,"A = 100 ",
91,219,0,Pa,,0,keV,0,"9/2-",,55,ns,8,,,,,,,,18583.223,keV,69.705,"A = 100 ",
91,220,0,Pa,,0,keV,,"1-",,0.89,us,0.06,,,,,,,,20278.397,keV,14.655,"A = 100 ",
91,221,0,Pa,,0,keV,,"9/2-",,5.9,us,+1.5-1.4,,,,,,,,20374.937,keV,59.38,"A = 100 ",
91,222,0,Pa,,0,keV,,,,3.89,ms,0.73,,,,,,,,22064.361,keV,86.606,"A = 100 ",
91,223,0,Pa,,0,keV,,"(9/2-)",,5.3,ms,0.6,,,,,,,,22337.614,keV,75.632,"A = 100 ",
91,224,0,Pa,,0,keV,,"(5-)",,0.85,s,0.02,,,,,,,,23862.351,keV,7.587,"A = 100 ",
91,225,0,Pa,,0,keV,,,,1.7,s,0.1,,,,,,,,24356.64,keV,81.867,"A = 100 ",
91,226,0,Pa,,0,keV,,,,1.8,m,0.2,,,,,,,,26033.6,keV,11.213,"A = 74 5,EC+B+ = 26 5",
91,227,0,Pa,,0,keV,,"(5/2-)",,38.3,m,0.3,,,,,,,,26830.371,keV,7.263,"A = 85 2,EC = 15 2",
91,228,0,Pa,,0,keV,,"3+",,19.8,h,0.9,,,,,,,,28923.599,keV,4.34,"EC+B+ = 98.15 0.17,A = 1.85 0.17",
91,229,0,Pa,,0,keV,,"5/2+",,1.55,d,0.05,,,,,,,,29896.848,keV,3.28,"EC = 99.49 0.04,A = 0.51 0.04",
91,230,0,Pa,,0,keV,0,"2-",,17.4,d,0.4,,,,,,,,32173.543,keV,3.038,"B- = 7.8 0.7,EC+B+ = 92.2 0.7,A = 0.0035 0.0004",
91,231,0,Pa,,0,keV,0,"3/2-",,32739,y,209,,,,,,100,0,33424.338,keV,1.771,"A = 100 0,24NE = 1.34e-9 1.7e-10",
91,232,0,Pa,,0,keV,0,"(2-)",,1.31,d,0.02,,,,,,,,35946.549,keV,7.645,"B- = 100 0",
91,233,0,Pa,,0,keV,0,"3/2-",,26.975,d,0.013,,,,,,,,37489.41,keV,1.336,"B- = 100 0",
91,234,0,Pa,,0,keV,0,"4+",,6.671,h,0.022,,,,,,,,40338.87,keV,4.094,"B- = 100 0",
91,234,1,Pa,,76.5,keV,0.5,"(0-)",,1.159,m,0.011,,,,,,,,40415.37,keV,4.124419474301808,"B- = 99.84 0.04,IT = 0.16 0.04",
91,235,0,Pa,,0,keV,0,"(3/2-)",,24.4,m,0.2,,,,,,,,42288.901,keV,13.972,"B- = 100 0",
91,236,0,Pa,,0,keV,0,"1(+)",,9.1,m,0.1,,,,,,,,45333.955,keV,13.972,"B- = 100 0",
91,237,0,Pa,,0,keV,0,"(1/2+)",,8.7,m,0.2,,,,,,,,47527.624,keV,13.041,"B- = 100 0",
91,238,0,Pa,,0,keV,0,"(3-)",,2.3,m,0.1,,,,,,,,50894.043,keV,15.835,"B- = 100 0",
91,239,0,Pa,,0,keV,0,"(3/2)",,1.8,h,0.5,,,,,,,,53337,keV,196,"B- = 100 0",
92,214,0,U,,0,keV,0,"0+",,0.52,ms,+0.95-0.21,,,,,,,,,,,"A = 100 0",
92,215,0,U,,0,keV,,,,0.7,ms,+1.3-0.3,,,,,,,,24889.312,keV,104.136,"A =~ 100 ",
92,216,0,U,,0,keV,,"0+",,4.5,ms,+4.7-1.6,,,,,,,,23066.429,keV,28.093,"A =~ 100 ",
92,217,0,U,,0,keV,,,,16,ms,+21-6,,,,,,,,22971,keV,81,"A =~ 100 ",
92,218,0,U,,0,keV,,"0+",,0.63,ms,+0.07-0.06,,,,,,,,21894.655,keV,13.714,"A = 100 ",
92,219,0,U,,0,keV,,"(9/2+)",,60,us,7,,,,,,,,23295.953,keV,13.338,"A = 100 ",
92,221,0,U,,0,keV,,"(9/2+)",,0.66,us,0.14,,,,,,,,24519.996,keV,72.135,"A =~ 100 ",
92,222,0,U,,0,keV,,"0+",,4.7,us,0.7,,,,,,,,24272.834,keV,51.994,"A =~ 100 ",
92,223,0,U,,0,keV,,,,62,us,+14-10,,,,,,,,26045.278,keV,59.054,"A = 100 ",
92,224,0,U,,0,keV,,"0+",,396,us,17,,,,,,,,25742.69,keV,15.261,"A = 100 ",
92,225,0,U,,0,keV,,,,61,ms,3,,,,,,,,27372.001,keV,9.934,"A = 100 ",
92,226,0,U,,0,keV,,"0+",,267,ms,6,,,,,,,,27328.797,keV,11.071,"A = 100 ",
92,227,0,U,,0,keV,,"(3/2+)",,1.1,m,0.1,,,,,,,,29045.034,keV,8.51,"A = 100 ",
92,228,0,U,,0,keV,,"0+",,9.1,m,0.2,,,,,,,,29220.001,keV,13.474,"A = 95 ,EC = 5 ",
92,229,0,U,,0,keV,,"(3/2+)",,57.8,m,0.5,,,,,,,,31210.62,keV,5.938,"A =~ 20 ,EC =~ 80 ",
92,230,0,U,,0,keV,0,"0+",,20.23,d,0.02,,,,,,,,31615.017,keV,4.509,"A = 100 0,22NE = 4.8e-12 2e-12",
92,231,0,U,,0,keV,0,"(5/2)",,4.2,d,0.1,,,,,,,,33805.952,keV,2.67,"EC = 99.996 0.001,A = 0.004 0.001",
92,232,0,U,,0,keV,0,"0+",,68.9,y,0.28,,,,,,,,34609.445,keV,1.808,"A = 100 0,SF = 2.7e-12 6e-13,24NE = 8.9e-10 7e-11",
92,233,0,U,,0,keV,0,"5/2+",,159189,y,117,,,,,,,,36919.111,keV,2.254,"A = 100 0,24NE = 7.2e-11 9e-12",
92,234,0,U,,0,keV,0,"0+",,245500,y,600,,,,,,0.0054,0.0005,38144.959,keV,1.129,"A = 100 0,SF = 1.64e-9 2.2e-10,28MG = 1.4e-11 3e-12,NE = 9e-12 7e-12",
92,235,0,U,,0,keV,0,"7/2-",,703974287,y,978071,,,,,,0.7204,0.0006,40918.782,keV,1.116,"A = 100 0,SF = 7e-9 2e-9,20NE = 8e-10 4e-10,25NE = 8e-10 0,28MG = 8e-10 0",
92,235,1,U,,0.076737,keV,0.000018,"1/2+",,27.3,m,2,,,,,,,,40918.858737,keV,1.1160000001451613,"IT = 100 0",
92,236,0,U,,0,keV,0,"0+",,23430000,y,30000,,,,,,,,42444.582,keV,1.112,"A = 100 0,SF = 9.4e-8 ",
92,237,0,U,,0,keV,0,"1/2+",,6.752,d,0.005,,,,,,,,45390.133,keV,1.202,"B- = 100 0",
92,238,0,U,,0,keV,0,"0+",,4463230100,y,5222253,,,,,,99.2742,0.001,47307.732,keV,1.492,"A = 100 0,SF = 0.0000544 7e-7,2B- = 2.2e-10 3e-11",
92,239,0,U,,0,keV,0,"5/2+",,23.45,m,0.02,,,,,,,,50572.668,keV,1.502,"B- = 100 0",
92,240,0,U,,0,keV,0,"0+",,14.1,h,0.1,,,,,,,,52715.497,keV,2.553,"B- = 100 0",
92,241,0,U,,0,keV,,,,,,,,,,,,,,56197,keV,196,"B- = 100 0",
92,242,0,U,,0,keV,,"0+",,16.8,m,0.5,,,,,,,,58620,keV,201,"B- = 100 ",
93,219,0,Np,,0,keV,,,,150,us,+720-70,,,,,,,,29436.951,keV,91.969,"A =~ 100 ",
93,220,0,Np,,0,keV,,,,25,us,+14-7,,,,,,,,30475.022,keV,30.718,"A =~ 100 ",
93,222,0,Np,,0,keV,0,,,380,ns,+260-110,,,,,,,,31274.641,keV,38.051,"A = 100 0",
93,223,0,Np,,0,keV,,"(9/2-)",,2.15,us,+1-0.5,,,,,,,,30658.583,keV,82.863,"A =~ 100 ",
93,224,0,Np,,0,keV,,,,38,us,+26-11,,,,,,,,32032.248,keV,28.925,"A =~ 100 ",
93,225,0,Np,,0,keV,,,,3.7,ms,+5.2-2.1,,,,,,,,31618.098,keV,91.618,"A =~ 100 ",
93,226,0,Np,,0,keV,,,,37,ms,7,,,,,,,,32816.877,keV,102.063,"A = 100 ",
93,227,0,Np,,0,keV,,,,0.51,s,0.06,,,,,,,,32579.018,keV,76.989,"A = 100 ",
93,228,0,Np,,0,keV,,,,61.4,s,1.4,,,,,,,,33825,keV,100,"EC+B+ = 60 7,A = 40 7",
93,229,0,Np,,0,keV,,,,4,m,0.2,,,,,,,,33801.378,keV,101.177,"A = 68 11,EC+B+ = 32 11",
93,230,0,Np,,0,keV,0,,,4.63,m,0.21,,,,,,,,35236.615,keV,55.007,"EC+B+ = 97 ,A = 3 ",
93,231,0,Np,,0,keV,0,"(5/2-)",,48.8,m,0.2,,,,,,,,35623.686,keV,51.154,"EC+B+ = 98 1,A = 2 1",
93,232,0,Np,,0,keV,0,"(4+)",,14.7,m,0.3,,,,,,,,37359,keV,100,"EC+B+ = 100 0",
93,233,0,Np,,0,keV,0,"(5/2+)",,36.2,m,0.1,,,,,,,,37948.531,keV,50.981,"EC = 100 0,A = 0.0007 ",
93,234,0,Np,,0,keV,0,"(0+)",,4.4,d,0.1,,,,,,,,39954.806,keV,8.397,"EC+B+ = 100 ",
93,235,0,Np,,0,keV,0,"5/2+",,396.1,d,1.2,,,,,,,,41043.044,keV,1.388,"EC = 99.9974 0.00013,A = 0.0026 0.00013",
93,236,0,Np,,0,keV,,"6(-)",,155000,y,1000,,,,,,,,43378.094,keV,50.421,"B- = 12 0.1,EC = 87.84 0.2,A = 0.16 0.04",
93,236,1,Np,,57,keV,51,"1(-)",,22.5,h,0.4,,,,,,,,43435.094,keV,71.71664549461303,"B- = 49 1,EC = 51 1",
93,237,0,Np,,0,keV,0,"5/2+",,2144000,y,7000,,,,,,,,44871.599,keV,1.12,"A = 100 0",
93,238,0,Np,,0,keV,0,"2+",,2.0993,d,0.0012,,,,,,,,47454.597,keV,1.137,"B- = 100 0",
93,239,0,Np,,0,keV,0,"5/2+",,2.3558,d,0.0031,,,,,,,,49311.005,keV,1.31,"B- = 100 0",
93,240,0,Np,,0,keV,0,"(5+)",,61.9,m,0.2,,,,,,,,52316.229,keV,17.032,"B- = 100 0",
93,240,1,Np,,18,keV,14,"(1+)",,7.22,m,0.02,,,,,,,,52334.229,keV,22.04742669791647,"B- = 99.88 0.01,IT = 0.12 0.01",
93,241,0,Np,,0,keV,,"5/2+",,13.9,m,0.2,,,,,,,,54315.115,keV,100.006,"B- = 100 ",
93,242,0,Np,,0,keV,,"(1+)",,2.2,m,0.2,,,,,,,,57416.876,keV,200.004,"B- = 100 ",
93,242,1,Np,,0,keV,,"(6+)",,5.5,m,0.1,,,,,,,,57416.876,keV,200.004,"B- = 100 ",
93,243,0,Np,,0,keV,-1,"(5/2)",,1.85,m,0.15,,,,,,,,59806,keV,32.01562118716424,"B- = 100 0",
93,244,0,Np,,0,keV,0,"(7-)",,2.29,m,0.16,,,,,,,,63240,keV,100,"B- = 100 0",
94,228,0,Pu,,0,keV,,"0+",,1.1,s,+2-0.5,,,,,,,,36107.809,keV,23.352,"A = 100 ",
94,229,0,Pu,,0,keV,,"(3/2+)",,83,s,+28-22,,,,,,,,37394.924,keV,60.633,"A = 50 20,EC+B+ = 50 20",
94,230,0,Pu,,0,keV,0,"0+",,107,s,22,,,,,,,,36932.17,keV,14.451,"A = 100 0",
94,231,0,Pu,,0,keV,0,"(3/2+)",,8.6,m,0.5,,,,,,,,38308.577,keV,22.061,"EC+B+ = 90 +3-7,A = 10 +7-3",
94,232,0,Pu,,0,keV,0,"0+",,33.1,m,0.8,,,,,,,,38360.915,keV,16.885,"EC = 89 9,A = 11 9",
94,233,0,Pu,,0,keV,0,"(5/2)",,20.9,m,0.4,,,,,,,,40051.836,keV,54.178,"EC+B+ = 99.88 0.05,A = 0.12 0.05",
94,234,0,Pu,,0,keV,0,"0+",,8.8,h,0.1,,,,,,,,40349.986,keV,6.798,"EC =~ 94 ,A =~ 6 ",
94,235,0,Pu,,0,keV,0,"(5/2+)",,25.3,m,0.5,,,,,,,,42182.346,keV,20.521,"EC+B+ = 99.9972 0.0007,A = 0.0028 0.0007",
94,236,0,Pu,,0,keV,0,"0+",,2.858,y,0.007,,,,,,,,42901.508,keV,1.81,"A = 100 0,SF = 1.9e-7 4e-8,28MG = 2.7e-12 0",
94,237,0,Pu,,0,keV,0,"7/2-",,45.64,d,0.04,,,,,,,,45091.662,keV,1.697,"EC = 99.9968 0.0006,A = 0.0032 0.0006",
94,237,1,Pu,,145.543,keV,0.008,"1/2+",,0.18,s,0.02,,,,,,,,45237.204999999994,keV,1.6970188567013627,"IT = 100 0",
94,238,0,Pu,,0,keV,0,"0+",,87.7,y,0.1,,,,,,,,46163.148,keV,1.138,"A = 100 0,SF = 1.9e-7 1e-8,SI = 1.4e-14 0,MG = 6e-15 0",
94,239,0,Pu,,0,keV,0,"1/2+",,24109,y,15,,,,,,,,48588.22,keV,1.112,"A = 100 0,SF = 3.01e-10 7.5e-11",
94,240,0,Pu,,0,keV,0,"0+",,6562.2,y,5.8,,,,,,,,50125.319,keV,1.105,"A = 100 0,SF = 0.000005796 3.9e-8",
94,241,0,Pu,,0,keV,,"5/2+",,14.329,y,0.029,,,,,,,,52955.115,keV,1.105,"B- = 99.99755 0.00008,A = 0.00245 0.00008",
94,242,0,Pu,,0,keV,,"0+",,375000,y,2000,,,,,,,,54716.876,keV,1.245,"A = 100 ,SF = 0.00055 0.000006",
94,243,0,Pu,,0,keV,,"7/2+",,4.955,h,0.002,,,,,,,,57754.561,keV,2.542,"B- = 100 ",
94,244,0,Pu,,0,keV,0,"0+",,81300000,y,300000,,,,,,,,59806.021,keV,2.346,"A = 99.877 0.006,SF = 0.123 0.006",
94,244,1,Pu,,1211.2,keV,0.8,"8-",,1.75,s,0.12,,,,,,,,61017.221,keV,2.478652053032051,"IT = 100 0",
94,245,0,Pu,,0,keV,0,"(9/2-)",,10.54,h,0.07,,,,,,,,63178.173,keV,13.62,"B- = 100 0",
94,246,0,Pu,,0,keV,1,"0+",,10.84,d,0.02,,,,,,,,65394.772,keV,15.018329634150396,"B- = 100 0",
94,247,0,Pu,,0,keV,,"(1/2+)",,2.27,d,0.23,,,,,,,,69210,keV,200,"B- = 100 ",
95,223,0,Am,,0,keV,,,,5.2,ms,+12-4.4,,,,,,,,42700,keV,300,"A =~ 100 ",
95,229,0,Am,,0,keV,,,,0.9,s,+2.1-0.7,,,,,,,,42180.414,keV,106.348,"A =~ 100 ",
95,230,0,Am,,0,keV,0,,,36,s,+12-7,,,,,,,,42872,keV,143,"EC+B+ = 100 0,ECSF = 30 ",
95,232,0,Am,,0,keV,0,,,1.31,m,0.04,,,,,,,,43420,keV,300,"EC+B+ =~ 100 ,ECSF = 0.069 0.01",
95,233,0,Am,,0,keV,0,,,3.2,m,0.8,,,,,,,,43285,keV,114,"EC+B+ = 95.5 1.5,A = 4.5 1.5",
95,234,0,Am,,0,keV,-1,,,2.32,m,0.08,,,,,,,,44462,keV,160.00312496948303,"EC+B+ = 100 0,A = 0.04 ,ECSF = 0.0066 0.0018",
95,235,0,Am,,0,keV,0,"(5/2-)",,10.3,m,0.6,,,,,,,,44624.602,keV,52.78,"EC+B+ = 99.6 0.05,A = 0.4 0.05",
95,236,0,Am,,0,keV,0,"5-",,3.6,m,0.2,,,,,,,,46041,keV,119,"EC+B+ = 100 0,A = 0.004 ",
